customer_id,age,income,savings,monthly_expenses,num_dependents,credit_score,loan_amount,loan_term_months,employment_years,home_ownership,education,marital_status,region,recent_default,has_credit_card,signup_date,signup_dayofweek,debt_to_income,sin_age,target_default_risk
CUST000208,20,61480,28042,4698,3,677,22197,24,4,RENT,PhD,Divorced,West,1,1,2018-07-27,4,0.92,0.913,1
CUST000209,38,115230,1987,4024,2,691,26473,60,9,OWN,Bachelors,Married,North,0,0,2018-07-28,5,0.42,0.296,0
CUST000210,21,98836,8622,2585,4,714,7031,60,27,MORTGAGE,HS,Married,East,1,0,2018-07-29,6,0.31,0.837,0
CUST000211,63,102258,24711,3979,0,661,46282,48,20,RENT,PhD,Single,North,0,1,2018-07-30,0,0.47,0.167,0
CUST000212,45,69986,27122,3193,3,756,46863,24,4,OWN,Masters,Divorced,North,1,1,2018-07-31,1,0.55,0.851,1
CUST000213,51,54160,26225,3815,3,788,19287,60,16,OWN,Masters,Single,East,1,1,2018-08-01,2,0.85,0.67,0
CUST000214,25,115595,10160,2278,4,617,43679,24,25,OWN,Masters,Divorced,West,1,0,2018-08-02,3,0.24,-0.132,1
CUST000215,51,109111,28213,3085,2,589,49463,24,4,MORTGAGE,Masters,Married,North,1,0,2018-08-03,4,0.34,0.67,1
CUST000216,23,94929,18484,2992,0,736,37230,48,21,MORTGAGE,PhD,Single,East,0,0,2018-08-04,5,0.38,-0.846,0
CUST000217,30,103506,7652,2160,2,757,24037,48,14,OWN,Bachelors,Single,West,0,1,2018-08-05,6,0.25,-0.988,0
CUST000218,36,64911,26016,2848,1,769,32052,12,12,MORTGAGE,Bachelors,Divorced,North,0,0,2018-08-06,0,0.53,-0.992,0
CUST000219,57,117127,8421,2799,2,693,8340,60,27,RENT,Masters,Divorced,North,1,1,2018-08-07,1,0.29,0.436,0
CUST000220,43,61821,22400,5440,3,739,45644,60,0,OWN,Bachelors,Divorced,North,1,1,2018-08-08,2,1.06,-0.832,1
CUST000221,24,105039,1769,3486,0,681,6141,60,10,OWN,Masters,Married,West,1,1,2018-08-09,3,0.4,-0.906,0
CUST000222,53,90535,18727,3544,2,722,30425,36,22,MORTGAGE,Masters,Single,North,1,0,2018-08-10,4,0.47,0.396,0
CUST000223,25,114458,15114,5016,0,639,24281,24,0,OWN,HS,Divorced,West,1,0,2018-08-11,5,0.53,-0.132,1
CUST000224,41,42175,5358,2558,0,577,47049,48,10,RENT,PhD,Married,South,0,0,2018-08-12,6,0.73,-0.159,0
CUST000225,30,84771,29305,2476,1,645,25425,60,17,MORTGAGE,PhD,Divorced,North,0,1,2018-08-13,0,0.35,-0.988,0
CUST000226,35,116925,29482,2227,1,786,39806,12,17,MORTGAGE,Masters,Single,South,0,0,2018-08-14,1,0.23,-0.428,0
CUST000227,52,96358,27153,4027,3,743,37113,60,20,OWN,PhD,Divorced,East,1,0,2018-08-15,2,0.5,0.987,0
CUST000228,28,47327,24164,4636,4,580,9270,24,29,OWN,Bachelors,Single,North,1,1,2018-08-16,3,1.18,0.271,1
CUST000229,25,77057,29584,1842,0,552,47814,24,25,OWN,Masters,Married,East,1,1,2018-08-17,4,0.29,-0.132,1
CUST000230,35,36150,23986,2947,4,795,9683,48,15,MORTGAGE,HS,Married,East,1,0,2018-08-18,5,0.98,-0.428,0
CUST000231,48,34425,12543,3879,3,685,44884,36,12,OWN,Bachelors,Divorced,East,1,1,2018-08-19,6,1.35,-0.768,1
CUST000232,22,46032,19733,5159,0,573,34809,48,6,RENT,HS,Single,South,1,0,2018-08-20,0,1.34,-0.009,1
CUST000233,39,32198,29178,2026,0,564,39552,60,0,OWN,HS,Single,West,1,1,2018-08-21,1,0.76,0.964,1
CUST000234,55,90500,6699,3396,4,720,8786,12,25,OWN,PhD,Single,South,0,1,2018-08-22,2,0.45,-1.0,0
CUST000235,38,83394,18625,3573,2,708,26650,48,15,MORTGAGE,PhD,Divorced,South,0,0,2018-08-23,3,0.51,0.296,0
CUST000236,45,50079,2125,1905,1,750,33706,36,0,OWN,Masters,Single,East,1,1,2018-08-24,4,0.46,0.851,1
CUST000237,22,66220,11793,3073,2,780,14190,48,16,MORTGAGE,PhD,Single,North,1,1,2018-08-25,5,0.56,-0.009,0
CUST000238,38,71874,26766,5240,4,594,43196,24,5,OWN,HS,Single,West,1,1,2018-08-26,6,0.87,0.296,1
CUST000239,39,43859,7764,5774,1,743,44449,60,1,RENT,HS,Single,East,0,0,2018-08-27,0,1.58,0.964,0
CUST000240,51,80460,22485,5727,2,557,44661,60,16,RENT,Bachelors,Divorced,West,0,1,2018-08-28,1,0.85,0.67,0
CUST000241,26,61419,13323,3346,1,620,34709,60,5,MORTGAGE,HS,Divorced,South,1,1,2018-08-29,2,0.65,0.763,1
CUST000242,60,38705,14031,2978,0,797,19892,60,13,MORTGAGE,Masters,Single,West,0,0,2018-08-30,3,0.92,-0.305,0
CUST000243,52,72880,15052,3895,2,657,14643,60,17,OWN,Masters,Single,West,0,0,2018-08-31,4,0.64,0.987,0
CUST000244,59,53236,13640,2271,1,664,14943,60,5,OWN,PhD,Married,North,0,1,2018-09-01,5,0.51,0.637,0
CUST000245,58,117955,8843,2078,1,652,48240,12,9,RENT,PhD,Married,East,1,1,2018-09-02,6,0.21,0.993,1
CUST000246,37,115514,15210,4401,1,783,26042,36,23,OWN,PhD,Single,West,0,1,2018-09-03,0,0.46,-0.644,0
CUST000247,59,45358,17456,1693,2,674,48894,60,17,RENT,Masters,Single,West,0,0,2018-09-04,1,0.45,0.637,0
CUST000248,20,106918,22856,3507,3,606,11869,36,26,MORTGAGE,HS,Married,South,1,1,2018-09-05,2,0.39,0.913,1
CUST000249,30,44596,11106,2685,2,757,45437,60,8,OWN,PhD,Married,South,1,0,2018-09-06,3,0.72,-0.988,1
CUST000250,47,63572,6189,3894,4,776,49306,48,7,MORTGAGE,Bachelors,Single,West,0,0,2018-09-07,4,0.74,0.124,0
CUST000251,44,108757,3472,4498,2,579,47833,60,27,OWN,PhD,Divorced,East,1,1,2018-09-08,5,0.5,0.018,1
CUST000252,42,31279,28622,3292,1,751,25918,24,9,RENT,Masters,Divorced,West,0,1,2018-09-09,6,1.26,-0.917,0
CUST000253,50,93197,18091,2610,0,779,33379,12,16,MORTGAGE,PhD,Single,West,0,0,2018-09-10,0,0.34,-0.262,0
CUST000254,49,92516,19188,5505,2,695,47939,48,22,MORTGAGE,HS,Single,North,1,1,2018-09-11,1,0.71,-0.954,1
CUST000255,61,37083,7704,3761,2,663,30274,48,29,OWN,PhD,Married,East,1,1,2018-09-12,2,1.22,-0.966,1
CUST000256,54,47771,4713,5236,1,746,22696,24,28,MORTGAGE,Masters,Married,North,0,0,2018-09-13,3,1.32,-0.559,0
CUST000257,26,59975,6051,5293,0,666,7962,60,25,RENT,Masters,Divorced,East,1,1,2018-09-14,4,1.06,0.763,0
CUST000258,35,75648,11756,3436,0,770,18851,12,5,MORTGAGE,Bachelors,Single,East,1,0,2018-09-15,5,0.55,-0.428,0
CUST000259,45,78285,3475,5857,4,716,10296,48,13,MORTGAGE,Masters,Married,East,0,1,2018-09-16,6,0.9,0.851,0
CUST000260,21,49063,4610,2229,2,609,19745,12,21,OWN,Bachelors,Divorced,North,0,0,2018-09-17,0,0.55,0.837,0
CUST000261,20,97642,5255,5878,0,647,10730,48,21,MORTGAGE,HS,Divorced,North,0,0,2018-09-18,1,0.72,0.913,0
CUST000262,31,116143,15484,4951,0,720,18921,60,5,OWN,Masters,Divorced,North,0,1,2018-09-19,2,0.51,-0.404,0
CUST000263,24,67599,28399,5957,3,675,37894,48,25,OWN,PhD,Married,South,0,0,2018-09-20,3,1.06,-0.906,0
CUST000264,56,81920,24781,3640,3,722,10602,48,6,MORTGAGE,HS,Married,North,0,0,2018-09-21,4,0.53,-0.522,0
CUST000265,51,58529,2735,3144,0,700,22575,36,11,RENT,PhD,Single,South,1,1,2018-09-22,5,0.64,0.67,1
CUST000266,28,65954,27161,4300,4,746,24023,60,2,OWN,PhD,Single,South,1,1,2018-09-23,6,0.78,0.271,0
CUST000267,60,57856,9258,1641,0,643,20997,24,13,MORTGAGE,PhD,Divorced,South,0,1,2018-09-24,0,0.34,-0.305,0
CUST000268,54,32573,28637,2955,1,683,22750,24,21,OWN,HS,Divorced,West,1,0,2018-09-25,1,1.09,-0.559,1
CUST000269,38,108344,8979,3596,2,733,46979,60,18,RENT,HS,Married,West,1,0,2018-09-26,2,0.4,0.296,0
CUST000270,35,65367,3428,2825,4,671,27837,24,22,RENT,Masters,Married,West,0,0,2018-09-27,3,0.52,-0.428,0
CUST000271,22,90774,13345,2713,1,787,19997,60,15,OWN,PhD,Single,South,1,1,2018-09-28,4,0.36,-0.009,0
CUST000272,39,53752,8426,2659,4,657,44439,24,6,RENT,Bachelors,Single,South,1,0,2018-09-29,5,0.59,0.964,1
CUST000273,43,85029,9533,5999,1,553,28067,36,7,MORTGAGE,Masters,Single,East,0,0,2018-09-30,6,0.85,-0.832,0
CUST000274,52,47685,6249,1840,2,642,25923,24,17,MORTGAGE,HS,Married,South,1,1,2018-10-01,0,0.46,0.987,1
CUST000275,43,81693,28350,5328,2,700,13876,48,24,OWN,Bachelors,Divorced,West,1,0,2018-10-02,1,0.78,-0.832,0
CUST000276,30,85961,22675,3468,3,555,7887,60,12,RENT,HS,Single,South,0,1,2018-10-03,2,0.48,-0.988,0
CUST000277,27,106908,20201,2203,1,581,47422,12,20,MORTGAGE,Bachelors,Single,South,1,1,2018-10-04,3,0.25,0.956,1
CUST000278,55,104532,28237,5913,3,655,41854,12,8,MORTGAGE,Masters,Married,East,1,1,2018-10-05,4,0.68,-1.0,1
CUST000279,57,111994,26808,3929,1,695,41948,60,9,MORTGAGE,Bachelors,Single,South,1,0,2018-10-06,5,0.42,0.436,1
CUST000280,59,86133,21258,3300,3,564,7841,36,20,OWN,Masters,Divorced,North,0,0,2018-10-07,6,0.46,0.637,0
CUST000281,39,91268,27977,2355,2,717,33756,24,22,OWN,HS,Married,East,0,0,2018-10-08,0,0.31,0.964,0
CUST000282,54,68243,10686,3312,4,671,11040,36,26,MORTGAGE,Bachelors,Single,South,1,1,2018-10-09,1,0.58,-0.559,0
CUST000283,44,87384,15109,4366,3,645,15304,12,8,MORTGAGE,PhD,Single,South,1,1,2018-10-10,2,0.6,0.018,1
CUST000284,54,61653,21595,5142,1,750,35341,60,14,RENT,PhD,Married,East,0,1,2018-10-11,3,1.0,-0.559,0
CUST000285,44,56657,1661,1682,1,778,9758,60,19,RENT,HS,Married,South,0,0,2018-10-12,4,0.36,0.018,0
CUST000286,48,69952,13075,4612,2,751,22010,36,1,RENT,Bachelors,Single,West,1,0,2018-10-13,5,0.79,-0.768,0
CUST000287,37,52180,29195,5992,1,761,36658,36,24,OWN,PhD,Divorced,North,0,0,2018-10-14,6,1.38,-0.644,0
CUST000288,37,108411,15788,3017,0,555,42782,24,12,MORTGAGE,Masters,Married,North,1,0,2018-10-15,0,0.33,-0.644,1
CUST000289,21,31622,11060,2856,4,661,6375,48,1,OWN,Bachelors,Divorced,West,1,0,2018-10-16,1,1.08,0.837,0
CUST000290,54,78756,16836,3674,3,669,38949,48,18,MORTGAGE,Bachelors,Single,South,0,1,2018-10-17,2,0.56,-0.559,0
CUST000291,35,70809,11526,5129,4,672,27092,24,25,RENT,PhD,Divorced,South,0,0,2018-10-18,3,0.87,-0.428,0
CUST000292,60,46725,4374,5128,2,740,5490,48,1,RENT,Masters,Single,North,1,1,2018-10-19,4,1.32,-0.305,0
CUST000293,55,91396,26592,5596,3,616,8729,12,2,RENT,Masters,Single,South,1,1,2018-10-20,5,0.73,-1.0,1
CUST000294,52,81226,29982,4739,3,655,10974,48,5,RENT,Masters,Single,North,0,0,2018-10-21,6,0.7,0.987,0
CUST000295,23,111182,1207,5191,0,688,24680,24,2,MORTGAGE,Bachelors,Single,North,1,1,2018-10-22,0,0.56,-0.846,0
CUST000296,52,112565,3665,1518,2,592,23324,48,9,RENT,HS,Divorced,West,0,0,2018-10-23,1,0.16,0.987,0
CUST000297,33,59402,19877,4903,1,694,36334,60,23,MORTGAGE,Bachelors,Single,North,0,0,2018-10-24,2,0.99,1.0,0
CUST000298,40,34263,24197,4504,0,645,26398,36,26,MORTGAGE,Bachelors,Single,South,0,1,2018-10-25,3,1.58,0.745,0
CUST000299,39,76828,1632,2632,0,681,39650,12,5,OWN,PhD,Divorced,South,0,0,2018-10-26,4,0.41,0.964,0
CUST000300,27,77924,27678,4839,4,740,26292,60,22,RENT,HS,Married,East,0,0,2018-10-27,5,0.75,0.956,0
CUST000301,26,104182,28535,4811,4,745,40755,60,15,RENT,Masters,Divorced,South,1,1,2018-10-28,6,0.55,0.763,0
CUST000302,22,89052,4083,4872,4,630,43353,24,16,OWN,PhD,Divorced,East,0,1,2018-10-29,0,0.66,-0.009,0
CUST000303,36,41664,14711,2487,0,590,8159,36,18,MORTGAGE,Bachelors,Divorced,North,0,1,2018-10-30,1,0.72,-0.992,0
CUST000304,52,65737,11123,4821,1,760,37626,36,2,RENT,HS,Single,South,0,1,2018-10-31,2,0.88,0.987,0
CUST000305,31,119563,21103,1673,3,682,34351,12,17,MORTGAGE,Masters,Single,West,0,1,2018-11-01,3,0.17,-0.404,0
CUST000306,41,59373,8123,5241,4,709,42298,24,6,OWN,Masters,Single,West,0,1,2018-11-02,4,1.06,-0.159,0
CUST000307,41,66397,11754,4552,1,763,22065,12,8,MORTGAGE,Bachelors,Married,West,0,0,2018-11-03,5,0.82,-0.159,0
CUST000308,49,116145,2679,2226,2,797,26638,48,19,RENT,Masters,Single,North,0,0,2018-11-04,6,0.23,-0.954,0
CUST000309,57,68709,16901,5260,4,747,6073,60,11,MORTGAGE,Masters,Married,North,1,0,2018-11-05,0,0.92,0.436,0
CUST000310,57,91120,1236,3375,3,584,23771,12,4,MORTGAGE,HS,Single,East,1,1,2018-11-06,1,0.44,0.436,1
CUST000311,64,49250,8446,5533,2,571,40461,60,2,RENT,PhD,Divorced,West,1,0,2018-11-07,2,1.35,0.92,1
CUST000312,27,51172,5443,2489,2,742,47330,24,10,RENT,HS,Single,East,1,1,2018-11-08,3,0.58,0.956,1
CUST000313,46,41555,24154,5244,3,761,34320,48,24,MORTGAGE,PhD,Married,East,0,0,2018-11-09,4,1.51,0.902,0
CUST000314,46,117410,16463,4186,4,699,9340,24,29,MORTGAGE,PhD,Married,South,1,1,2018-11-10,5,0.43,0.902,0
CUST000315,53,108617,27116,1919,0,661,39924,48,3,OWN,PhD,Single,South,0,0,2018-11-11,6,0.21,0.396,0
CUST000316,40,83276,23483,2093,3,796,21184,48,4,RENT,Masters,Divorced,West,1,1,2018-11-12,0,0.3,0.745,0
CUST000317,49,87492,29519,3274,3,560,45734,60,0,MORTGAGE,HS,Single,North,1,1,2018-11-13,1,0.45,-0.954,1
CUST000318,52,83002,9555,3959,3,754,7580,24,26,RENT,Masters,Single,South,0,1,2018-11-14,2,0.57,0.987,0
CUST000319,47,119599,19752,2435,2,783,45025,24,27,OWN,Bachelors,Single,North,0,1,2018-11-15,3,0.24,0.124,0
CUST000320,52,102355,17669,5308,1,552,33967,12,28,MORTGAGE,HS,Divorced,East,1,0,2018-11-16,4,0.62,0.987,1
CUST000321,24,54762,1148,1831,0,686,7159,24,17,MORTGAGE,PhD,Married,East,1,0,2018-11-17,5,0.4,-0.906,0
CUST000322,38,41046,14395,4949,4,609,18900,12,11,MORTGAGE,Masters,Divorced,East,1,1,2018-11-18,6,1.45,0.296,1
CUST000323,23,58769,21421,4202,4,625,16440,36,12,RENT,Masters,Married,East,1,1,2018-11-19,0,0.86,-0.846,1
CUST000324,54,83302,23933,5506,1,636,19678,36,8,OWN,HS,Married,West,0,1,2018-11-20,1,0.79,-0.559,0
CUST000325,36,53150,24505,5368,3,563,17021,36,1,RENT,HS,Married,East,1,0,2018-11-21,2,1.21,-0.992,1
CUST000326,63,98247,27342,5700,0,774,11772,24,4,MORTGAGE,PhD,Divorced,South,1,1,2018-11-22,3,0.7,0.167,0
CUST000327,47,34853,5895,1701,4,567,6627,24,12,OWN,PhD,Single,East,1,1,2018-11-23,4,0.59,0.124,1
CUST000328,49,119399,22664,3997,4,662,49432,12,15,MORTGAGE,Bachelors,Single,North,1,0,2018-11-24,5,0.4,-0.954,1
CUST000329,48,51792,18396,3342,3,782,13219,48,15,MORTGAGE,PhD,Single,South,1,1,2018-11-25,6,0.77,-0.768,0
CUST000330,25,89129,12023,3366,1,622,28464,12,23,RENT,Masters,Single,North,0,1,2018-11-26,0,0.45,-0.132,0
CUST000331,54,104478,11699,3496,0,572,35232,36,2,MORTGAGE,Bachelors,Single,North,0,0,2018-11-27,1,0.4,-0.559,0
CUST000332,60,97298,10715,2409,1,751,47481,12,21,OWN,Bachelors,Divorced,West,0,1,2018-11-28,2,0.3,-0.305,0
CUST000333,56,61987,20169,5805,1,632,13488,48,3,MORTGAGE,Bachelors,Divorced,West,0,1,2018-11-29,3,1.12,-0.522,0
CUST000334,43,45850,28132,4689,0,674,39949,24,10,MORTGAGE,HS,Divorced,North,0,0,2018-11-30,4,1.23,-0.832,0
CUST000335,48,42112,21109,2270,0,724,49362,12,22,RENT,PhD,Divorced,North,1,1,2018-12-01,5,0.65,-0.768,1
CUST000336,50,54058,17163,4655,4,618,44932,36,25,OWN,Bachelors,Divorced,East,0,0,2018-12-02,6,1.03,-0.262,0
CUST000337,54,75420,21960,4001,4,596,23981,36,13,RENT,HS,Divorced,South,0,1,2018-12-03,0,0.64,-0.559,0
CUST000338,52,68890,6782,4214,0,665,5901,24,28,MORTGAGE,HS,Divorced,East,1,1,2018-12-04,1,0.73,0.987,0
CUST000339,40,96017,23641,5085,2,764,27444,12,2,RENT,Bachelors,Single,West,0,1,2018-12-05,2,0.64,0.745,0
CUST000340,51,77304,27177,3128,4,579,47058,48,15,RENT,Bachelors,Married,West,0,1,2018-12-06,3,0.49,0.67,0
CUST000341,42,62921,19792,1886,2,574,23061,24,21,RENT,Masters,Divorced,East,0,1,2018-12-07,4,0.36,-0.917,0
CUST000342,52,31524,17724,4921,0,705,7881,12,14,RENT,Bachelors,Married,South,0,0,2018-12-08,5,1.87,0.987,0
CUST000343,22,45048,3817,5508,4,775,34863,60,27,MORTGAGE,Masters,Divorced,North,1,1,2018-12-09,6,1.47,-0.009,1
CUST000344,37,65111,16096,5593,1,786,10622,36,9,MORTGAGE,Bachelors,Divorced,East,1,1,2018-12-10,0,1.03,-0.644,0
CUST000345,44,67904,19880,5863,0,797,6378,48,8,OWN,Bachelors,Single,West,0,0,2018-12-11,1,1.04,0.018,0
CUST000346,61,84912,23346,3966,3,661,22632,48,10,RENT,PhD,Married,South,1,0,2018-12-12,2,0.56,-0.966,1
CUST000347,50,64008,6299,3782,2,788,33311,48,15,RENT,Bachelors,Single,West,0,1,2018-12-13,3,0.71,-0.262,0
CUST000348,22,30060,10917,3356,0,574,10650,36,9,OWN,Bachelors,Single,South,1,0,2018-12-14,4,1.34,-0.009,1
CUST000349,59,104666,24958,3498,0,623,47224,12,16,RENT,Masters,Married,South,1,1,2018-12-15,5,0.4,0.637,1
CUST000350,43,113559,19073,2736,4,755,12036,24,18,OWN,Masters,Single,South,1,0,2018-12-16,6,0.29,-0.832,0
CUST000351,51,85337,4267,5644,4,783,44255,12,1,MORTGAGE,PhD,Divorced,East,1,0,2018-12-17,0,0.79,0.67,0
CUST000352,41,43350,5406,2650,4,798,27499,24,23,OWN,Bachelors,Divorced,East,1,1,2018-12-18,1,0.73,-0.159,0
CUST000353,42,54354,25837,5818,3,787,42016,48,22,RENT,Bachelors,Divorced,East,1,0,2018-12-19,2,1.28,-0.917,1
CUST000354,21,75186,18826,2931,4,607,9603,12,1,OWN,Masters,Divorced,South,1,1,2018-12-20,3,0.47,0.837,1
CUST000355,46,58145,25981,3319,0,643,32773,48,5,MORTGAGE,HS,Divorced,South,1,0,2018-12-21,4,0.68,0.902,1
CUST000356,61,64020,11382,3824,4,668,24937,60,18,RENT,HS,Single,West,1,0,2018-12-22,5,0.72,-0.966,1
CUST000357,21,116123,5437,2630,1,676,17632,48,7,MORTGAGE,HS,Single,North,1,0,2018-12-23,6,0.27,0.837,0
CUST000358,45,105186,6435,4158,4,718,35607,48,25,MORTGAGE,Masters,Divorced,East,1,1,2018-12-24,0,0.47,0.851,0
CUST000359,36,115469,25819,5000,3,574,31337,24,28,OWN,Masters,Divorced,South,0,1,2018-12-25,1,0.52,-0.992,0
CUST000360,59,50581,5107,1874,1,627,5220,60,2,MORTGAGE,HS,Single,West,1,0,2018-12-26,2,0.44,0.637,1
CUST000361,52,118929,1560,3620,0,648,9818,48,25,RENT,HS,Married,West,0,1,2018-12-27,3,0.37,0.987,0
CUST000362,28,53051,13329,5520,0,665,12349,48,13,MORTGAGE,Bachelors,Single,West,1,1,2018-12-28,4,1.25,0.271,1
CUST000363,62,81474,28301,3521,2,597,10618,60,24,MORTGAGE,Masters,Single,East,0,1,2018-12-29,5,0.52,-0.739,0
CUST000364,58,99626,26169,5205,1,775,32464,60,15,OWN,Masters,Single,East,0,0,2018-12-30,6,0.63,0.993,0
CUST000365,48,36960,22932,4759,2,559,47624,12,0,MORTGAGE,HS,Single,North,0,1,2018-12-31,0,1.55,-0.768,1
CUST000366,61,65772,2826,4935,1,648,42344,24,20,OWN,HS,Single,West,1,0,2019-01-01,1,0.9,-0.966,1
CUST000367,45,51520,12421,3389,1,752,23255,60,2,OWN,PhD,Married,East,1,0,2019-01-02,2,0.79,0.851,0
CUST000368,54,79481,28863,3323,3,560,29299,60,21,RENT,Masters,Divorced,West,1,0,2019-01-03,3,0.5,-0.559,1
CUST000369,44,66408,13265,2974,2,634,6462,36,25,RENT,PhD,Divorced,South,1,0,2019-01-04,4,0.54,0.018,0
CUST000370,43,87134,8629,3742,3,698,20905,60,17,RENT,Bachelors,Married,West,0,0,2019-01-05,5,0.52,-0.832,0
CUST000371,32,50491,9325,4743,1,763,29920,24,8,RENT,PhD,Divorced,North,1,1,2019-01-06,6,1.13,0.551,1
CUST000372,26,31341,20522,4634,0,722,21252,48,5,OWN,HS,Divorced,East,1,1,2019-01-07,0,1.77,0.763,1
CUST000373,55,74623,29495,3570,1,684,46004,48,22,MORTGAGE,Masters,Divorced,South,1,0,2019-01-08,1,0.57,-1.0,1
CUST000374,64,30338,8693,1859,3,796,45581,48,20,RENT,Masters,Married,East,1,1,2019-01-09,2,0.74,0.92,1
CUST000375,39,101431,9264,3541,2,758,39836,48,24,RENT,PhD,Married,South,1,1,2019-01-10,3,0.42,0.964,0
CUST000376,20,42254,13686,2641,2,741,10753,36,0,RENT,PhD,Divorced,West,1,1,2019-01-11,4,0.75,0.913,0
CUST000377,27,81860,14716,3135,3,675,45005,60,20,MORTGAGE,Bachelors,Divorced,West,1,1,2019-01-12,5,0.46,0.956,1
CUST000378,35,41344,25226,5500,2,613,19175,48,26,RENT,Bachelors,Divorced,North,1,1,2019-01-13,6,1.6,-0.428,1
CUST000379,33,31750,7721,3443,4,551,11191,12,9,MORTGAGE,HS,Single,North,0,1,2019-01-14,0,1.3,1.0,0
CUST000380,31,84756,24386,4861,0,625,22898,48,26,OWN,HS,Single,South,0,1,2019-01-15,1,0.69,-0.404,0
CUST000381,42,97957,21609,4480,0,670,23982,60,5,OWN,HS,Single,North,1,0,2019-01-16,2,0.55,-0.917,1
CUST000382,34,88053,20362,1506,0,591,19622,48,22,OWN,PhD,Married,North,1,0,2019-01-17,3,0.21,0.529,1
CUST000383,47,100855,8373,4767,2,759,6001,36,11,MORTGAGE,PhD,Divorced,North,1,0,2019-01-18,4,0.57,0.124,0
CUST000384,53,45896,6907,3091,2,603,48000,24,3,RENT,Masters,Married,North,1,1,2019-01-19,5,0.81,0.396,1
CUST000385,21,85761,23481,4764,1,624,28283,24,27,RENT,HS,Married,West,0,1,2019-01-20,6,0.67,0.837,0
CUST000386,51,92552,17127,4106,1,565,26435,60,12,RENT,PhD,Married,North,0,0,2019-01-21,0,0.53,0.67,0
CUST000387,42,107454,29937,4719,0,790,32223,24,16,RENT,Masters,Divorced,West,1,1,2019-01-22,1,0.53,-0.917,0
CUST000388,41,57935,6656,4773,4,792,42244,24,26,RENT,HS,Single,West,0,1,2019-01-23,2,0.99,-0.159,0
CUST000389,44,67641,27561,2413,1,567,35024,12,7,MORTGAGE,Bachelors,Divorced,East,0,0,2019-01-24,3,0.43,0.018,0
CUST000390,41,59711,9984,3511,1,776,35734,60,25,OWN,Bachelors,Divorced,West,1,0,2019-01-25,4,0.71,-0.159,1
CUST000391,41,100342,21643,2942,2,794,5515,60,19,RENT,PhD,Married,West,1,0,2019-01-26,5,0.35,-0.159,0
CUST000392,61,42182,9286,4554,4,736,6191,24,2,OWN,Masters,Married,North,1,1,2019-01-27,6,1.3,-0.966,0
CUST000393,25,117833,6901,5046,0,639,37264,24,11,MORTGAGE,Bachelors,Married,West,0,1,2019-01-28,0,0.51,-0.132,0
CUST000394,34,86276,26709,5721,1,693,48628,24,6,MORTGAGE,Masters,Single,South,0,1,2019-01-29,1,0.8,0.529,0
CUST000395,62,49541,5917,4428,4,555,11297,36,11,RENT,Masters,Single,North,1,0,2019-01-30,2,1.07,-0.739,1
CUST000396,56,112310,9429,3329,4,734,32856,48,1,MORTGAGE,Bachelors,Single,North,1,0,2019-01-31,3,0.36,-0.522,0
CUST000397,52,74813,15716,2075,0,657,13334,36,23,OWN,Masters,Divorced,North,0,1,2019-02-01,4,0.33,0.987,0
CUST000398,27,67198,16795,2429,4,784,29162,60,13,RENT,Bachelors,Married,East,0,0,2019-02-02,5,0.43,0.956,0
CUST000399,63,38820,12138,5259,4,724,11008,12,21,RENT,PhD,Divorced,North,1,0,2019-02-03,6,1.63,0.167,0
CUST000400,63,54070,3530,5199,4,788,12987,48,22,OWN,HS,Single,West,0,1,2019-02-04,0,1.15,0.167,0
CUST000401,24,99768,19344,2963,1,597,35966,12,29,RENT,HS,Married,South,1,0,2019-02-05,1,0.36,-0.906,1
CUST000402,58,41122,24429,4775,0,591,8332,60,4,RENT,PhD,Single,North,1,0,2019-02-06,2,1.39,0.993,1
CUST000403,23,110559,18432,2554,4,625,5787,60,8,OWN,Bachelors,Married,North,0,0,2019-02-07,3,0.28,-0.846,0
CUST000404,25,103543,6772,3400,4,737,43990,12,20,RENT,Bachelors,Married,South,0,1,2019-02-08,4,0.39,-0.132,0
CUST000405,64,113441,16476,2957,1,626,14873,12,10,RENT,Bachelors,Divorced,North,0,1,2019-02-09,5,0.31,0.92,0
CUST000406,51,71786,19913,2899,0,681,22006,12,4,OWN,Bachelors,Divorced,East,1,0,2019-02-10,6,0.48,0.67,1
CUST000407,49,36737,16751,4915,2,780,25225,60,2,MORTGAGE,PhD,Single,West,1,1,2019-02-11,0,1.61,-0.954,1
CUST000408,54,66062,3964,1942,1,795,41444,24,26,OWN,HS,Divorced,South,1,1,2019-02-12,1,0.35,-0.559,0
CUST000409,59,84237,8137,5150,0,679,40340,12,16,RENT,Masters,Divorced,South,1,1,2019-02-13,2,0.73,0.637,1
CUST000410,35,81571,18347,2678,4,767,44683,48,1,OWN,Masters,Divorced,East,1,0,2019-02-14,3,0.39,-0.428,0
CUST000411,32,55510,17920,5958,0,608,10033,60,23,RENT,HS,Married,West,1,1,2019-02-15,4,1.29,0.551,1
CUST000412,61,49426,14891,2757,0,704,12788,36,0,RENT,PhD,Divorced,East,0,0,2019-02-16,5,0.67,-0.966,0
CUST000413,49,67265,8340,5134,0,576,20689,36,6,OWN,Masters,Single,West,1,0,2019-02-17,6,0.92,-0.954,1
CUST000414,38,47850,24563,3341,2,628,49220,48,29,RENT,HS,Married,East,1,1,2019-02-18,0,0.84,0.296,1
